"age" "leafarea"
1.43030251655728 10.0884701876981
3.16380354296416 23.1362160018597
1.23006456810981 8.85287104888935
1.12775260396302 8.4686237394407
4.87809903826565 37.9615357652792
4.82279154472053 37.5306275794273
1.96497212536633 13.5688659173183
1.1247202558443 8.29688896024502
2.03262139856815 14.1916928252785
2.90063510369509 21.4772053279327
4.83184398245066 37.756937985084
1.43063991516829 10.5371963575998
4.15646755415946 31.2480707147534
3.85922372341156 29.339208056567
2.29406009148806 16.2974669631325
2.47699078544974 17.0835721782152
3.24129437003285 23.5547554771374
4.02493156772107 30.0312039014208
3.54613597970456 25.4448330332381
1.33834165148437 9.22756278851956
4.31793287396431 32.584761803932
1.49479845445603 10.4457009198901
1.47236642148346 10.2824626592595
3.64575466327369 26.8663553787207
1.46625112183392 9.9658347719202
4.67966188583523 36.3948098045337
2.64154804311693 18.2654137746325
2.24157563596964 15.7849942659811
4.68359221145511 36.4810992313381
1.85691079683602 12.8791024205266
4.89163080509752 38.4671740299757
3.46123213972896 25.6043938754289
3.30846040602773 24.1906574793774
1.72596952132881 12.0294154998852
2.38983177859336 16.6101298747624
4.88529378548265 37.9310584574089
4.41480722371489 34.0105859345669
2.59302669391036 18.3949807556926
4.26202748995274 32.3687175123238
3.92375780735165 29.3614164826555
